ds,y,solar,wind,price,battery_flow,soc,grid_import,forecast_demand,actual_demand,net_load,cost
2023-01-31 13:00:00,604.0200908878492,138.7577402851265,41.35192805254766,0.0926733523607217,0.0,49.97913874265407,423.910422550175,596.0138213933728,604.0200908878492,423.910422550175,39.2851999583748
2023-01-31 14:00:00,597.1892458187378,146.68702034297095,3.370956743150133,0.10055148595122941,0.0,49.97913874265407,447.1312687326167,587.2859813697946,597.1892458187378,447.1312687326167,44.95971348632309
2023-01-31 15:00:00,584.1974747571571,119.09641710710083,150.0,0.09791017917371088,0.0,49.97913874265407,315.1010576500563,572.1913788904963,584.1974747571571,315.1010576500563,30.851601012342815
2023-01-31 16:00:00,540.6814938877119,54.10947663462657,31.968718885293335,0.19497380140681345,-44.981224868388665,0.0,409.6220734994033,551.362259957378,540.6814938877119,454.603298367792,79.8655728103198
2023-01-31 17:00:00,538.4200004888271,41.014464977736054,125.49728564525755,0.20374928450949947,-0.0,0.0,371.9082498658335,526.6699353563793,538.4200004888271,371.9082498658335,75.77603981334373
2023-01-31 18:00:00,500.3455829136692,1.8788843500654557e-14,150.0,0.20019139749301854,-0.0,0.0,350.3455829136692,500.45387633845473,500.3455829136692,350.3455829136692,70.13617184899364
2023-01-31 19:00:00,491.33752375010897,0.0,16.17879415330266,0.1927473152082477,-0.0,0.0,475.1587295968063,474.6266585718155,491.33752375010897,475.1587295968063,91.58556942754616
2023-01-31 20:00:00,452.6087905678119,0.0,150.0,0.10242665904669977,0.0,0.0,302.6087905678119,450.51258660373,452.6087905678119,302.6087905678119,30.99520741602345
2023-01-31 21:00:00,466.7413472210043,0.0,40.69858123339098,0.10501342562430054,-0.0,0.0,426.0427659876133,429.433741786928,466.7413472210043,426.0427659876133,44.740210318811506
2023-01-31 22:00:00,392.162697346619,0.0,43.70243877271751,0.04054967752211627,50.0,45.0,398.46025857390146,413.21788213344246,392.162697346619,348.46025857390146,16.15743499055077
2023-01-31 23:00:00,449.8386221992831,0.0,65.7392202632714,0.05300170243359006,50.0,90.0,434.0994019360117,403.86012375009955,449.8386221992831,384.0994019360117,23.0080073280119
2023-02-01 00:00:00,406.1765695640535,0.0,43.13974500146673,0.047452814212859774,11.11111111111111,100.0,374.1479356736979,402.4852984405517,406.1765695640535,363.0368245625868,17.754372479648996
2023-02-01 01:00:00,441.1496619756602,0.0,38.98456062497309,0.044720294759870924,0.0,100.0,402.1651013506871,408.58748438353007,441.1496619756602,402.1651013506871,17.98494187453609
2023-02-01 02:00:00,411.9626040008271,0.0,78.87882104991368,0.05347541392639122,0.0,100.0,333.0837829509135,420.3785069822083,411.9626040008271,333.0837829509135,17.811793165468348
2023-02-01 03:00:00,444.62696789450604,0.0,126.36428419911552,0.03935277282323532,0.0,100.0,318.26268369539054,436.04445277434775,444.62696789450604,318.26268369539054,12.524519089577904
2023-02-01 04:00:00,417.47479646665494,0.0,150.0,0.048293370086416716,0.0,100.0,267.47479646665494,454.7953453801946,417.47479646665494,267.47479646665494,12.917259334553153
2023-02-01 05:00:00,486.4098258714857,0.0,75.42786277133504,0.0432676880178933,0.0,100.0,410.98196310015067,476.7317692940587,486.4098258714857,410.98196310015067,17.782239360398655
2023-02-01 06:00:00,535.8953472630276,0.0,9.531731218006161,0.10180324100336419,-50.0,44.44444444444444,476.36361604502144,501.65718526938804,535.8953472630276,526.3636160450214,48.49536000946536
2023-02-01 07:00:00,510.6522098937146,35.98437087024955,138.67956881174166,0.10333491455726855,0.0,44.44444444444444,335.9882702117234,527.984908205974,510.6522098937146,335.9882702117234,34.71931919457289
2023-02-01 08:00:00,538.8390642275839,91.78371755018377,30.99066876965839,0.09825697668735142,0.0,44.44444444444444,416.0646779077417,552.828179645512,538.8390642275839,416.0646779077417,40.881257357611354
2023-02-01 09:00:00,597.2827280822022,84.53170913026689,100.33340207652599,0.10452905822637659,0.0,44.44444444444444,412.4176168754093,573.2622603784394,597.2827280822022,412.4176168754093,43.109625087953134
2023-02-01 10:00:00,583.6948103630885,126.67457329154085,61.37693797881539,0.09316524113452282,0.0,44.44444444444444,395.6432990927323,587.6589283768485,583.6948103630885,395.6432990927323,36.86020336323254
2023-02-01 11:00:00,623.4987717938338,184.71483252184186,128.4063829652179,0.09707489928351763,0.0,44.44444444444444,310.37755630677407,595.9542614027657,623.4987717938338,310.37755630677407,30.129870018344416
2023-02-01 12:00:00,592.8214534865572,129.4258499640356,18.538072828937125,0.0944532883765969,0.0,44.44444444444444,444.85753069358447,598.7381856847257,592.8214534865572,444.85753069358447,42.01825663310194
2023-02-01 13:00:00,601.7035621636339,156.15052894834577,1.5926439384752225,0.09749564226844996,0.0,44.44444444444444,443.960389276813,596.1413008228586,601.7035621636339,443.960389276813,43.284203294293945
2023-02-01 14:00:00,564.2806805306325,137.22830159786184,7.458651713146953,0.10003477423388978,0.0,44.44444444444444,419.5937272196237,587.6027846488188,564.2806805306325,419.5937272196237,41.97396377237139
2023-02-01 15:00:00,577.8297991967321,73.44734766660281,5.471288745155002,0.10613351837516741,-38.765607346171635,1.3715473931426274,460.14555543880266,572.6727041406052,577.8297991967321,498.9111627849743,48.83686676341578
2023-02-01 16:00:00,561.0507568821773,88.9671139414255,42.85807526133162,0.20667068967055338,-1.2343926538283647,0.0,427.9911750255919,551.9819395328402,561.0507568821773,429.22556767942024,88.4532313154496
2023-02-01 17:00:00,516.0987234598919,46.57475461154115,64.7683992568671,0.2026490780790507,-0.0,0.0,404.7555695914836,527.4012570185881,516.0987234598919,404.7555695914836,82.02334302507519
2023-02-01 18:00:00,479.71644336299914,2.1127503732873634e-14,146.01821047288104,0.1945112856295723,-0.0,0.0,333.6982328901181,501.2703686117925,479.71644336299914,333.6982328901181,64.9080722917733
2023-02-01 19:00:00,454.81797646875134,0.0,100.4258577050623,0.19767858054681664,-0.0,0.0,354.39211876368904,475.5028274309362,454.81797646875134,354.39211876368904,70.05573099418491
2023-02-01 20:00:00,433.6633442671745,0.0,150.0,0.09911896028788462,0.0,0.0,283.6633442671745,451.4245915608127,433.6633442671745,283.6633442671745,28.116415755546615
2023-02-01 21:00:00,439.60923959366096,0.0,150.0,0.10280094425444003,0.0,0.0,289.60923959366096,430.3600005320502,439.60923959366096,289.60923959366096,29.772103295038708
2023-02-01 22:00:00,431.751445145956,0.0,150.0,0.047312836270137874,50.0,45.0,331.751445145956,414.1395941128244,431.751445145956,281.751445145956,15.696101806572242
2023-02-01 23:00:00,386.5265247203336,0.0,15.357476351238,0.04740342303126105,50.0,90.0,421.1690483690956,404.76170443568714,386.5265247203336,371.1690483690956,19.964854567513886
2023-02-02 00:00:00,411.1859860019445,0.0,109.77476488269625,0.04546893199329003,11.11111111111111,100.0,312.5223322303593,403.3547175230043,411.1859860019445,301.41122111924824,14.210056670566601
2023-02-02 01:00:00,422.9982336056828,0.0,44.77336808788342,0.05462701823104746,0.0,100.0,378.2248655177994,409.41650269310037,422.9982336056828,378.2248655177994,20.6612966240763
2023-02-02 02:00:00,408.78054962801326,0.0,0.7678756636542583,0.05646122409643979,0.0,100.0,408.012673964359,421.16280858552443,408.78054962801326,408.012673964359,23.0368950188893
2023-02-02 03:00:00,405.63105006340254,0.0,150.0,0.045064490428835535,0.0,100.0,255.63105006340254,436.783670386455,405.63105006340254,255.63105006340254,11.51988300889538
2023-02-02 04:00:00,479.35413540527014,0.0,150.0,0.04992776927450376,0.0,100.0,329.35413540527014,455.49297894685236,479.35413540527014,329.35413540527014,16.443917282117997
2023-02-02 05:00:00,513.4138825884186,0.0,26.635906107369284,0.053344575328889775,-26.63242104224662,70.40842106417043,460.14555543880266,477.39499931455265,513.4138825884186,486.7779764810493,24.546269244359035
2023-02-02 06:00:00,491.4071083678365,0.0,150.0,0.09822457220268324,0.0,70.40842106417043,341.4071083678365,502.29658413282965,491.4071083678365,341.4071083678365,33.534567166385855
2023-02-02 07:00:00,519.1223380206461,50.368359435892096,45.17512823528008,0.10151273759256668,0.0,70.40842106417043,423.57885034947395,528.6140544354171,519.1223380206461,423.57885034947395,42.99864868528722
2023-02-02 08:00:00,540.0052712460262,79.85565047033151,0.02351053344079109,0.09563456470605869,0.0,70.40842106417043,460.12611024225384,553.463181564342,540.0052712460262,460.12611024225384,44.00396026290992
2023-02-02 09:00:00,559.4335597813954,124.18800719596184,20.265640224302697,0.09941334255579283,0.0,70.40842106417043,414.97991236113086,573.9211971650205,559.4335597813954,414.97991236113086,41.254540181329986
2023-02-02 10:00:00,594.7032420887093,102.80115251108691,44.80415780524988,0.10201813387710136,0.0,70.40842106417043,447.09793177237253,588.3612178549314,594.7032420887093,447.09793177237253,45.61209665972903
2023-02-02 11:00:00,604.4830551893256,178.98262742843724,150.0,0.10876496186807957,-50.0,14.852865508614869,225.50042776088833,596.7199651744404,604.4830551893256,275.50042776088833,24.526545426648653
2023-02-02 12:00:00,612.7611671078763,139.1429504048172,11.800735430970189,0.09768202382237565,-1.6719258332862523,12.99517013829681,460.14555543880266,599.5872633009794,612.7611671078763,461.8174812720889,44.94794910813339
2023-02-02 13:00:00,625.4089397603981,151.34316114537165,37.84733228446125,0.10615194677787443,-11.69565312446713,0.0,424.522793206098,597.0928256046905,625.4089397603981,436.21844633056514,45.06392095040831
2023-02-02 14:00:00,587.3803756437263,166.12765850381973,39.11518015939915,0.09851232078726471,0.0,0.0,382.13753698050743,588.674134546185,587.3803756437263,382.13753698050743,37.64525562787898
2023-02-02 15:00:00,571.3442078617936,97.52890821189312,32.50490453448294,0.1090487706337092,-0.0,0.0,441.3103951154176,573.8787415719165,571.3442078617936,441.3103951154176,48.12435605521275
2023-02-02 16:00:00,539.5224948217298,66.28400053661075,150.0,0.19613900109880425,-0.0,0.0,323.23849428511903,553.3341945076238,539.5224948217298,323.23849428511903,63.399675385764795
2023-02-02 17:00:00,539.6868303305007,38.173245266211325,150.0,0.207821244106058,-0.0,0.0,351.5135850642894,528.9071280301398,539.6868303305007,351.5135850642894,73.05199056824127
2023-02-02 18:00:00,477.8102526434159,2.4217578079382e-14,122.90063856645371,0.20013089158894087,-0.0,0.0,354.90961407696216,502.93235573150633,477.8102526434159,354.90961407696216,71.02837749870936
2023-02-02 19:00:00,449.8265520917481,0.0,36.007020379512085,0.19412053112958821,-0.0,0.0,413.819531712236,477.3178117801865,449.8265520917481,413.819531712236,80.33086728777673
2023-02-02 20:00:00,434.27720042984225,0.0,57.074855011389644,0.10291244144844754,0.0,0.0,377.20234541845264,453.3831748971686,434.27720042984225,377.20234541845264,38.81881428709359
2023-02-02 21:00:00,447.27229858395333,0.0,17.13393818744965,0.09553527455201663,0.0,0.0,430.1383603965037,432.44591804091317,447.27229858395333,430.1383603965037,41.093386355834255
2023-02-02 22:00:00,391.2047746626686,0.0,35.82260935063392,0.05181419181432069,50.0,45.0,405.3821653120347,416.3292126108509,391.2047746626686,355.3821653120347,21.004549271582427
2023-02-02 23:00:00,418.754537133547,0.0,150.0,0.04816785853501302,50.0,90.0,318.754537133547,407.0236172058843,418.754537133547,268.754537133547,15.353723452042246
2023-02-03 00:00:00,418.2595717307654,0.0,8.679379247466017,0.04256890515346572,11.11111111111111,100.0,420.69130359441044,405.64944578971637,418.2595717307654,409.58019248329936,17.90836820159831
2023-02-03 01:00:00,415.86428048962637,0.0,150.0,0.04794461509666576,0.0,100.0,265.86428048962637,411.69631237668955,415.86428048962637,265.86428048962637,12.746760596027121
2023-02-03 02:00:00,399.1902338043884,0.0,36.04084981183513,0.049610145692787384,0.0,100.0,363.1493839925533,423.37164951138686,399.1902338043884,363.1493839925533,18.01589384811656
2023-02-03 03:00:00,432.25509406248386,0.0,135.4536825810008,0.043056708863352146,0.0,100.0,296.80141148148306,438.8572434977503,432.25509406248386,296.80141148148306,12.779291964390199
2023-02-03 04:00:00,412.8110586337576,0.0,26.858640840718774,0.04708449219101394,0.0,100.0,385.9524177930389,457.3589353693917,412.8110586337576,385.9524177930389,18.17237360167929
2023-02-03 05:00:00,481.50832347199145,0.0,150.0,0.0531802090095267,0.0,100.0,331.50832347199145,478.97327333768925,481.50832347199145,331.50832347199145,17.62968193063829
2023-02-03 06:00:00,517.1068483615529,0.0,1.3006587159254295,0.10084763042667692,-50.0,44.44444444444444,465.80618964562746,503.49986033451563,517.1068483615529,515.8061896456275,46.97545046384082
2023-02-03 07:00:00,502.48454680154185,50.173504058323424,45.39234458645916,0.10330491843819552,0.0,44.44444444444444,406.91869815675926,529.3483673133327,502.48454680154185,406.91869815675926,42.03670292406072
2023-02-03 08:00:00,547.138825793952,61.13519912345321,150.0,0.10398818971539892,0.0,44.44444444444444,336.0036266704988,553.6286441657002,547.138825793952,336.0036266704988,34.9404088752739
2023-02-03 09:00:00,585.4815165859895,130.2850008565004,150.0,0.09621426287923572,0.0,44.44444444444444,305.19651572948914,573.412853355504,585.4815165859895,305.19651572948914,29.364257794223867
2023-02-03 10:00:00,611.4466605850877,118.33719803885998,25.106608415523738,0.09673833728227214,-7.857298691901292,35.71411256455412,460.14555543880266,587.0700110635397,611.4466605850877,468.00285413070395,44.51371594097735
2023-02-03 11:00:00,556.1966996744168,159.27135817851374,150.0,0.0974642759820311,0.0,35.71411256455412,246.925341495903,594.5338147104861,556.1966996744168,246.925341495903,24.066399630513967
2023-02-03 12:00:00,567.6791119632046,131.85266811885364,150.0,0.09778435633167017,0.0,35.71411256455412,285.82644384435093,596.3922376948108,567.6791119632046,285.82644384435093,27.949354833890123
2023-02-03 13:00:00,568.5061867487814,116.24910541657063,150.0,0.10506099241182949,-32.14270130809871,0.0,270.11438002411205,592.7744008932718,568.5061867487814,302.25708133221076,28.378484830039262
2023-02-03 14:00:00,621.2909457789127,168.63272625584386,1.1912949179395298,0.11260853001565728,-0.0,0.0,451.4669246051293,583.1185240249378,621.2909457789127,451.4669246051293,50.839026730473186
2023-02-03 15:00:00,571.2036005814921,127.10512706218591,150.0,0.09855245985092988,0.0,0.0,294.09847351930614,566.974282290713,571.2036005814921,294.09847351930614,28.984128003731183
2023-02-03 16:00:00,566.9671010508222,57.13753474370008,150.0,0.1957933367724363,-0.0,0.0,359.8295663071221,544.9727747303848,566.9671010508222,359.8295663071221,70.45223145665005
2023-02-03 17:00:00,540.5755321593235,32.770912825871235,150.0,0.20810895128878953,-0.0,0.0,357.8046193334523,518.9856389734455,540.5755321593235,357.8046193334523,74.46234409576931
2023-02-03 18:00:00,504.57471343823073,1.3885247606100869e-14,85.11573456227339,0.19938144256621837,-0.0,0.0,419.4589788759573,491.35415022800476,504.57471343823073,419.4589788759573,83.63233630564129
2023-02-03 19:00:00,482.74534535229975,0.0,45.6855718991352,0.1985247917728099,-0.0,0.0,437.05977345316455,463.99415205171755,482.74534535229975,437.05977345316455,86.76720051706096
2023-02-03 20:00:00,438.83237312940037,0.0,107.88789793394163,0.09381141910224064,0.0,0.0,330.9444751954587,438.23465135153594,438.83237312940037,330.9444751954587,31.04637086213226
2023-02-03 21:00:00,472.1126509669508,0.0,0.3127008137086525,0.10035035116758699,-0.0,0.0,471.79995015324215,415.40382097253814,472.1126509669508,471.79995015324215,47.345290678727885
2023-02-03 22:00:00,420.9298959146402,0.0,128.0632588114088,0.05525589397724693,0.0,0.0,292.8666371032314,397.33683892675134,420.9298959146402,292.8666371032314,16.182607849249006
2023-02-03 23:00:00,402.536442531851,0.0,116.53611198049653,0.05222258839954374,50.0,45.0,336.00033055135447,386.037494678836,402.536442531851,286.00033055135447,17.546806964494024
2023-02-04 00:00:00,346.9960562971817,0.0,93.48325370792523,0.04607428657509827,50.0,90.0,303.51280258925647,382.6404580101754,346.9960562971817,253.5128025892565,13.98413584570863
2023-02-04 01:00:00,340.5547971908393,0.0,96.55600639717775,0.041720923832383135,11.11111111111111,100.0,255.10990190477264,386.6507084498989,340.5547971908393,243.99879079366153,10.643420786255753
2023-02-04 02:00:00,404.9647509963601,0.0,150.0,0.045576459417056264,0.0,100.0,254.96475099636012,396.2919236134545,404.9647509963601,254.96475099636012,11.620390626565463
2023-02-04 03:00:00,423.7902835149903,0.0,150.0,0.0482292945152434,0.0,100.0,273.7902835149903,409.76287067456974,423.7902835149903,273.7902835149903,13.204712219056457
2023-02-04 04:00:00,414.1062951471104,0.0,150.0,0.048451935170542526,0.0,100.0,264.1062951471104,426.28695143956816,414.1062951471104,264.1062951471104,12.796461090599964
2023-02-04 05:00:00,399.1721749267338,0.0,150.0,0.05281616026096055,0.0,100.0,249.17217492673382,445.97868835949777,399.1721749267338,249.17217492673382,13.16031752350247
2023-02-04 06:00:00,466.78165653426447,0.0,150.0,0.10506868843870648,-50.0,44.44444444444444,266.78165653426447,468.6558968861183,466.78165653426447,316.78165653426447,28.030398751560636
2023-02-04 07:00:00,436.19350468937586,36.53439456743655,26.641249846929586,0.09312290532073436,0.0,44.44444444444444,373.01786027500975,492.74651674299673,436.19350468937586,373.01786027500975,34.73650688533265
2023-02-04 08:00:00,540.4059401723268,78.00239286051715,0.08585821290763805,0.09877278314980716,-2.172133660099405,42.03096259988955,460.14555543880266,515.3785359629119,540.4059401723268,462.31768909890206,45.44985716470442
2023-02-04 09:00:00,509.4558144778818,86.96326108348492,150.0,0.10624613051281238,-37.827866339900595,0.0,234.66468705449626,533.6419348723011,509.4558144778818,272.49255339439685,24.932214967540283
2023-02-04 10:00:00,515.6868818499744,95.73742863996917,150.0,0.09819311916174768,0.0,0.0,269.94945321000523,545.9230370063179,515.6868818499744,269.94945321000523,26.507178826698674
2023-02-04 11:00:00,519.5653576378045,132.62069274090203,1.7028889659306867,0.10177989687411175,0.0,0.0,385.24177593097176,552.172147950205,519.5653576378045,385.24177593097176,39.209868225853974
2023-02-04 12:00:00,546.426633734687,129.53121759457503,55.51134354683933,0.10372969284253956,0.0,0.0,361.38407259327266,552.9929651585646,546.426633734687,361.38407259327266,37.48625884828619
2023-02-04 13:00:00,554.1340885203987,97.91221680401968,16.349111721527425,0.0985767354020211,0.0,0.0,439.87275999485155,548.5292704559475,554.1340885203987,439.87275999485155,43.36122067256921
2023-02-04 14:00:00,558.6296971800756,105.81420854097072,15.723487753476629,0.0976990557268613,0.0,0.0,437.09200088562824,538.2327104340011,558.6296971800756,437.09200088562824,42.7034757522903
2023-02-04 15:00:00,528.5409702490515,110.04701180319461,150.0,0.10355872356480295,0.0,0.0,268.4939584458569,521.6649922032526,528.5409702490515,268.4939584458569,27.804891621514184
2023-02-04 16:00:00,508.62285305242847,72.25018215251286,0.6010209109220186,0.19965680100675948,-0.0,0.0,435.7716499889936,499.4677028873822,508.62285305242847,435.7716499889936,87.00477360623974
2023-02-04 17:00:00,492.14905803936836,26.085604828571746,12.924740207054015,0.20369883432764568,-0.0,0.0,453.1387130037426,473.52128935823026,492.14905803936836,453.1387130037426,92.30382762759196
2023-02-04 18:00:00,471.6383858469775,1.4446953759689085e-14,17.011489777087203,0.2050493438539783,-0.0,0.0,454.6268960698903,446.17403773772355,471.6383858469775,454.6268960698903,93.22094673750179
2023-02-04 19:00:00,432.82542937659963,0.0,128.72768159153023,0.20877518073411166,-0.0,0.0,304.0977477850694,419.34690172181655,432.82542937659963,304.0977477850694,63.488062254664165
2023-02-04 20:00:00,385.46954554726364,0.0,150.0,0.09512346569275222,0.0,0.0,235.46954554726364,394.3720135049276,385.46954554726364,235.46954554726364,22.39867923755309
2023-02-04 21:00:00,400.5461997231521,0.0,150.0,0.09760928219306161,0.0,0.0,250.54619972315209,372.57862179201305,400.5461997231521,250.54619972315209,24.455634711176327
2023-02-04 22:00:00,374.7428563484202,0.0,12.68474755656532,0.04528541386141065,50.0,45.0,412.0581087918549,355.8008868600561,374.7428563484202,362.0581087918549,18.660221991589324
2023-02-04 23:00:00,359.4729798721938,0.0,9.466138756540145,0.040412921199769004,50.0,90.0,400.00684111565363,346.039463772682,359.4729798721938,350.00684111565363,16.16544494937543
2023-02-05 00:00:00,339.74707908476756,0.0,56.97294566444391,0.046692083352048164,11.11111111111111,100.0,293.88524453143475,344.42376971125117,339.74707908476756,282.77413342032366,13.722114333598808
2023-02-05 01:00:00,328.2396724650033,0.0,65.02475645753718,0.04775870592198567,0.0,100.0,263.2149160074661,350.4514336237976,328.2396724650033,263.2149160074661,12.570803767880731
2023-02-05 02:00:00,359.7432542135293,0.0,150.0,0.049233367581652074,0.0,100.0,209.74325421352933,362.3367264729516,359.7432542135293,209.74325421352933,10.326366732466585
2023-02-05 03:00:00,379.81671794953644,0.0,150.0,0.04691342152833799,0.0,100.0,229.81671794953644,378.26701603751206,379.81671794953644,229.81671794953644,10.781488563425762
2023-02-05 04:00:00,396.32925842373976,0.0,150.0,0.05302315085352324,0.0,100.0,246.32925842373976,397.4523961747074,396.32925842373976,246.32925842373976,13.061153429038464
2023-02-05 05:00:00,437.8489106876153,0.0,20.06344149671462,0.05105344057763228,0.0,100.0,417.78546919090064,419.99227712816565,437.8489106876153,417.78546919090064,21.329385625535867
2023-02-05 06:00:00,447.9036532087084,0.0,0.15379904111809903,0.10068671937575535,0.0,100.0,447.74985416759034,445.68768126530296,447.9036532087084,447.74985416759034,45.08246391710755
2023-02-05 07:00:00,483.65893473768614,36.91193272525873,72.21309656569261,0.10057567846059674,0.0,100.0,374.5339054467348,472.94821557674425,483.65893473768614,374.5339054467348,37.66900164680234
2023-02-05 08:00:00,537.5168357738353,77.63768718595038,57.86059332543149,0.1058610772132377,-50.0,44.44444444444444,352.01855526245345,498.882153369824,537.5168357738353,402.01855526245345,37.26506345913097
2023-02-05 09:00:00,524.7840538222882,89.12617645703327,46.91477358438323,0.09343124160401883,0.0,44.44444444444444,388.7431037808717,520.5585507200421,524.7840538222882,388.7431037808717,36.32075085124679
2023-02-05 10:00:00,575.8064187465045,100.21944983900322,150.0,0.10020849857556342,0.0,44.44444444444444,325.5869689075013,536.3417828200547,575.8064187465045,325.5869689075013,32.626581309989355
2023-02-05 11:00:00,535.2664731067042,146.82415078231932,150.0,0.10424566220057144,0.0,44.44444444444444,238.44232232438492,546.1593793251321,535.2664731067042,238.44232232438492,24.856577787347604
2023-02-05 12:00:00,576.3067174788126,182.93135787005605,2.035871762149549,0.09847474031683878,0.0,44.44444444444444,391.339487846607,550.5916396343254,576.3067174788126,391.339487846607,38.537054441419315
2023-02-05 13:00:00,547.6802980062461,172.29643572320276,6.737329034081684,0.10321755937562767,0.0,44.44444444444444,368.64653324896165,549.758537639516,547.6802980062461,368.64653324896165,38.050795434244
2023-02-05 14:00:00,518.8013569311331,90.16223696500538,22.203876928834926,0.10416321678660016,0.0,44.44444444444444,406.4352430372928,543.0877188848605,518.8013569311331,406.4352430372928,42.335602330208054
2023-02-05 15:00:00,513.6946175396586,136.42325086492963,4.106452893654879,0.09777071022137217,0.0,44.44444444444444,373.16491378107406,530.1169152921884,513.6946175396586,373.16491378107406,36.48459865007272
2023-02-05 16:00:00,476.26052398873935,71.8362723154644,8.182450590047102,0.19951258200469085,-40.0,0.0,356.24180108322787,511.46398347734856,476.26052398873935,396.24180108322787,71.07472155211627
2023-02-05 17:00:00,536.9936419443356,44.41672987731084,81.6615997451067,0.18561364415529633,-0.0,0.0,410.9153123219181,488.98610082343373,536.9936419443356,410.9153123219181,76.27148855928296
2023-02-05 18:00:00,448.66829980880516,1.5455464400206098e-14,92.85157440014314,0.20496704524384343,-0.0,0.0,355.816725408662,465.008956537472,448.66829980880516,355.816725408662,72.93070285535345
2023-02-05 19:00:00,461.76985961101644,0.0,29.132651491071925,0.1962675176954163,-0.0,0.0,432.6372081199445,441.4317844424182,461.76985961101644,432.6372081199445,84.91263090037671
2023-02-05 20:00:00,397.6589656582129,0.0,101.2140535414893,0.10050687005372638,0.0,0.0,296.4449121167236,419.5660691524176,397.6589656582129,296.4449121167236,29.794750260203873
2023-02-05 21:00:00,362.29139737446565,0.0,106.48580599067158,0.0901822828146289,0.0,0.0,255.80559138379408,400.72166801718834,362.29139737446565,255.80559138379408,23.069132187736713
2023-02-05 22:00:00,314.9916141090345,0.0,150.0,0.05901780579762529,0.0,0.0,164.99161410903451,386.7147768622626,314.9916141090345,164.99161410903451,9.737443039723733
2023-02-05 23:00:00,383.5223664338457,0.0,150.0,0.057608636958402674,0.0,0.0,233.52236643384572,379.52966884254147,383.5223664338457,233.52236643384572,13.452905229554496
2023-02-06 00:00:00,389.96513354254967,0.0,150.0,0.04060669069081241,50.0,45.0,289.96513354254967,380.28110075544623,389.96513354254967,239.96513354254967,11.774524488882427
2023-02-06 01:00:00,395.05791060705064,0.0,0.6936487190657938,0.05501745585834311,0.0,45.0,394.36426188798487,388.4538835890587,395.05791060705064,394.36426188798487,21.69691837053027
2023-02-06 02:00:00,440.78154591017477,0.0,111.75000849605483,0.0575825586235925,0.0,45.0,329.03153741411995,402.2514143750737,440.78154591017477,329.03153741411995,18.94647779215933
2023-02-06 03:00:00,436.1815106101872,0.0,86.99475871122505,0.05478850682299986,0.0,45.0,349.18675189896214,419.8522123052458,436.1815106101872,349.18675189896214,19.13142073891745
2023-02-06 04:00:00,477.95611499715636,0.0,9.909729658957767,0.058654731084091076,-7.900829899395944,36.221300111782284,460.14555543880266,440.4596082556888,477.95611499715636,468.0463853381986,26.98971381380269
2023-02-06 05:00:00,446.7553996640448,0.0,9.970368968562346,0.05374993935984108,0.0,36.221300111782284,436.7850306954824,464.1683737884324,446.7553996640448,436.7850306954824,23.477168913168505
